[2026-03-28T10:28:04.403Z] GET https://crates.io/crates/jsonschema → pending (?ms, ?B)
[2026-03-28T10:29:53.150Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:29:53.150Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (1ms, 1474292B)
[2026-03-28T10:29:53.151Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:29:53.183Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.183Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.183Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.183Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.183Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.183Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.184Z] GET https://crates.io/api/v1/crates/schemaui?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (147ms, ?B)
[2026-03-28T10:29:53.241Z] GET https://crates.io/crates/typify → 200 (129ms, 3465B)
[2026-03-28T10:29:53.355Z] GET https://crates.io/api/v1/crates/schemaui/owner_user → pending (?ms, ?B)
[2026-03-28T10:29:53.355Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:29:53.355Z] GET https://crates.io/api/v1/crates/schemaui/0.4.3/readme → pending (?ms, ?B)
[2026-03-28T10:29:53.355Z] GET https://docs.rs/crate/schemaui/0.4.3/status.json → pending (?ms, ?B)
[2026-03-28T10:29:53.355Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:29:53.355Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (1ms, ?B)
[2026-03-28T10:29:53.356Z] GET https://crates.io/api/v1/crates/schemaui/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:29:53.356Z] GET https://crates.io/api/v1/crates/schemaui/owner_team → pending (?ms, ?B)
[2026-03-28T10:29:53.374Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (1ms, ?B)
[2026-03-28T10:29:53.375Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:29:53.375Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:29:53.375Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:29:53.375Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:29:53.375Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:29:53.405Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.405Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.405Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (1ms, ?B)
[2026-03-28T10:29:53.406Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.406Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.406Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.406Z] GET https://crates.io/api/v1/crates/typify?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (155ms, ?B)
[2026-03-28T10:29:53.463Z] GET https://crates.io/crates/serde_json_diff → 200 (157ms, 3474B)
[2026-03-28T10:29:53.584Z] GET https://crates.io/api/v1/crates/typify/owner_user → pending (?ms, ?B)
[2026-03-28T10:29:53.585Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:29:53.585Z] GET https://crates.io/api/v1/crates/typify/0.6.1/readme → pending (?ms, ?B)
[2026-03-28T10:29:53.585Z] GET https://docs.rs/crate/typify/0.6.1/status.json → pending (?ms, ?B)
[2026-03-28T10:29:53.585Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:29:53.585Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:29:53.585Z] GET https://crates.io/api/v1/crates/typify/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:29:53.585Z] GET https://crates.io/api/v1/crates/typify/owner_team → pending (?ms, ?B)
[2026-03-28T10:29:53.623Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:29:53.624Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:29:53.624Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:29:53.624Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:29:53.624Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:29:53.624Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:29:53.655Z] GET https://crates.io/api/v1/crates/serde_json_diff?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → pending (?ms, ?B)
[2026-03-28T10:29:53.655Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.655Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.655Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (1ms, ?B)
[2026-03-28T10:29:53.656Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.656Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.656Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.712Z] GET https://crates.io/crates/json_diff_ng → pending (?ms, ?B)
[2026-03-28T10:29:53.823Z] GET https://crates.io/api/v1/crates/serde_json_diff/owner_user → pending (?ms, ?B)
[2026-03-28T10:29:53.823Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:29:53.823Z] GET https://crates.io/api/v1/crates/serde_json_diff/0.2.0/readme → pending (?ms, ?B)
[2026-03-28T10:29:53.823Z] GET https://docs.rs/crate/serde_json_diff/0.2.0/status.json → pending (?ms, ?B)
[2026-03-28T10:29:53.823Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:29:53.824Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:29:53.824Z] GET https://crates.io/api/v1/crates/serde_json_diff/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:29:53.824Z] GET https://crates.io/api/v1/crates/serde_json_diff/owner_team → pending (?ms, ?B)
[2026-03-28T10:29:53.846Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:29:53.846Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:29:53.846Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:29:53.846Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:29:53.846Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (1ms, 1474292B)
[2026-03-28T10:29:53.847Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:29:53.877Z] GET https://crates.io/api/v1/crates/json_diff_ng?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → pending (?ms, ?B)
[2026-03-28T10:29:53.878Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.878Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.878Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.878Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.878Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:53.878Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (1ms, ?B)
[2026-03-28T10:29:53.933Z] GET https://crates.io/crates/jsonschema-valid → 200 (150ms, 3475B)
[2026-03-28T10:29:54.099Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:29:54.100Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (1ms, ?B)
[2026-03-28T10:29:54.101Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:29:54.101Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:29:54.101Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:29:54.101Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:29:54.101Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:29:54.106Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:29:54.106Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:29:54.106Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:29:54.106Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:54.106Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (1ms, ?B)
[2026-03-28T10:29:54.107Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:29:54.137Z] GET https://crates.io/api/v1/crates/jsonschema-valid?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (150ms, 2578B)
[2026-03-28T10:29:54.310Z] GET https://crates.io/api/v1/crates/jsonschema-valid/owner_user → 200 (145ms, 515B)
[2026-03-28T10:29:54.310Z] GET https://crates.io/assets/cargo.png → 200 (?ms, 60046B)
[2026-03-28T10:29:54.310Z] GET https://crates.io/api/v1/crates/jsonschema-valid/0.5.2/readme → 302 (148ms, ?B)
[2026-03-28T10:29:54.310Z] GET https://docs.rs/crate/jsonschema-valid/0.5.2/status.json → 200 (164ms, 37B)
[2026-03-28T10:29:54.310Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, 27416B)
[2026-03-28T10:29:54.310Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, 199897B)
[2026-03-28T10:29:54.310Z] GET https://crates.io/api/v1/crates/jsonschema-valid/downloads?include=versions → 200 (212ms, 25264B)
[2026-03-28T10:29:54.310Z] GET https://crates.io/api/v1/crates/jsonschema-valid/owner_team → 200 (152ms, 12B)
[2026-03-28T10:29:54.458Z] GET https://static.crates.io/readmes/jsonschema-valid/jsonschema-valid-0.5.2.html → pending (?ms, ?B)
[2026-03-28T10:29:54.465Z] GET https://avatars.githubusercontent.com/u/2129?v=4&s=64 → 200 (20ms, 1974B)
[2026-03-28T10:29:54.465Z] GET https://avatars3.githubusercontent.com/u/38294?v=4&s=64 → 200 (202ms, 1288B)
[2026-03-28T10:29:54.465Z] GET https://avatars1.githubusercontent.com/u/883721?v=4&s=64 → 200 (159ms, 2201B)
[2026-03-28T10:29:55.142Z] GET https://crates.io/api/v1/site_metadata → 200 (150ms, 151B)
[2026-03-28T10:30:01.694Z] GET https://crates.io/crates/assert-json-diff → pending (?ms, ?B)
[2026-03-28T10:30:01.855Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:30:01.855Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:30:01.856Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:01.856Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:30:01.856Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:30:01.856Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:30:01.862Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:01.862Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:30:01.862Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (1ms, ?B)
[2026-03-28T10:30:01.863Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:01.863Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:01.863Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:01.888Z] GET https://crates.io/api/v1/crates/assert-json-diff?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (146ms, ?B)
[2026-03-28T10:30:02.002Z] GET https://crates.io/crates/genson-rs → 200 (129ms, 3468B)
[2026-03-28T10:30:02.054Z] GET https://crates.io/api/v1/crates/assert-json-diff/owner_user → pending (?ms, ?B)
[2026-03-28T10:30:02.054Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:30:02.054Z] GET https://crates.io/api/v1/crates/assert-json-diff/2.0.2/readme → pending (?ms, ?B)
[2026-03-28T10:30:02.054Z] GET https://docs.rs/crate/assert-json-diff/2.0.2/status.json → pending (?ms, ?B)
[2026-03-28T10:30:02.054Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:30:02.054Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:30:02.054Z] GET https://crates.io/api/v1/crates/assert-json-diff/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:30:02.054Z] GET https://crates.io/api/v1/crates/assert-json-diff/owner_team → pending (?ms, ?B)
[2026-03-28T10:30:02.135Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (1ms, ?B)
[2026-03-28T10:30:02.136Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:30:02.136Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:02.136Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:30:02.136Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (1ms, 1474292B)
[2026-03-28T10:30:02.137Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:30:02.167Z] GET https://crates.io/api/v1/crates/genson-rs?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (149ms, ?B)
[2026-03-28T10:30:02.167Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.167Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.167Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.167Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.167Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (1ms, ?B)
[2026-03-28T10:30:02.168Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.277Z] GET https://crates.io/crates/infers-jsonschema → 200 (162ms, 3476B)
[2026-03-28T10:30:02.336Z] GET https://crates.io/api/v1/crates/genson-rs/owner_user → pending (?ms, ?B)
[2026-03-28T10:30:02.336Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:30:02.336Z] GET https://crates.io/api/v1/crates/genson-rs/0.2.0/readme → pending (?ms, ?B)
[2026-03-28T10:30:02.336Z] GET https://docs.rs/crate/genson-rs/0.2.0/status.json → pending (?ms, ?B)
[2026-03-28T10:30:02.336Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:30:02.336Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:30:02.336Z] GET https://crates.io/api/v1/crates/genson-rs/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:30:02.336Z] GET https://crates.io/api/v1/crates/genson-rs/owner_team → pending (?ms, ?B)
[2026-03-28T10:30:02.444Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:30:02.444Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:30:02.444Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:02.444Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (1ms, 4670B)
[2026-03-28T10:30:02.445Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:30:02.445Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:30:02.481Z] GET https://crates.io/api/v1/crates/infers-jsonschema?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (151ms, ?B)
[2026-03-28T10:30:02.481Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.481Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.481Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.481Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.482Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.482Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.592Z] GET https://crates.io/crates/json-schema-generator → 200 (152ms, ?B)
[2026-03-28T10:30:02.650Z] GET https://crates.io/api/v1/crates/infers-jsonschema/owner_user → pending (?ms, ?B)
[2026-03-28T10:30:02.650Z] GET https://crates.io/assets/cargo.png → 200 (1ms, ?B)
[2026-03-28T10:30:02.651Z] GET https://crates.io/api/v1/crates/infers-jsonschema/0.1.0/readme → pending (?ms, ?B)
[2026-03-28T10:30:02.651Z] GET https://docs.rs/crate/infers-jsonschema/0.1.0/status.json → pending (?ms, ?B)
[2026-03-28T10:30:02.651Z] GET https://play.rust-lang.org/meta/crates → 200 (?ms, ?B)
[2026-03-28T10:30:02.651Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:30:02.651Z] GET https://crates.io/api/v1/crates/infers-jsonschema/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:30:02.651Z] GET https://crates.io/api/v1/crates/infers-jsonschema/owner_team → pending (?ms, ?B)
[2026-03-28T10:30:02.750Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:30:02.751Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:30:02.751Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:02.751Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:30:02.751Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, ?B)
[2026-03-28T10:30:02.751Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (1ms, ?B)
[2026-03-28T10:30:02.786Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.786Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.786Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.786Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.786Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.786Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:02.787Z] GET https://crates.io/api/v1/crates/json-schema-generator?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (145ms, ?B)
[2026-03-28T10:30:02.898Z] GET https://crates.io/crates/schemaui → 200 (136ms, 3467B)
[2026-03-28T10:30:02.951Z] GET https://crates.io/api/v1/crates/json-schema-generator/owner_user → pending (?ms, ?B)
[2026-03-28T10:30:02.951Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:30:02.951Z] GET https://crates.io/api/v1/crates/json-schema-generator/0.1.1/readme → pending (?ms, ?B)
[2026-03-28T10:30:02.951Z] GET https://docs.rs/crate/json-schema-generator/0.1.1/status.json → pending (?ms, ?B)
[2026-03-28T10:30:02.951Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:30:02.951Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (1ms, ?B)
[2026-03-28T10:30:02.952Z] GET https://crates.io/api/v1/crates/json-schema-generator/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:30:02.952Z] GET https://crates.io/api/v1/crates/json-schema-generator/owner_team → pending (?ms, ?B)
[2026-03-28T10:30:03.038Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:30:03.038Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:30:03.039Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:03.039Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:30:03.039Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:30:03.039Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:30:03.072Z] GET https://crates.io/api/v1/crates/schemaui?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (149ms, ?B)
[2026-03-28T10:30:03.073Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.074Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.074Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.074Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.074Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.074Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.183Z] GET https://crates.io/crates/typify → 200 (182ms, 3465B)
[2026-03-28T10:30:03.241Z] GET https://crates.io/api/v1/crates/schemaui/owner_user → pending (?ms, ?B)
[2026-03-28T10:30:03.241Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:30:03.241Z] GET https://crates.io/api/v1/crates/schemaui/0.4.3/readme → 302 (124ms, ?B)
[2026-03-28T10:30:03.241Z] GET https://docs.rs/crate/schemaui/0.4.3/status.json → pending (?ms, ?B)
[2026-03-28T10:30:03.241Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:30:03.241Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:30:03.241Z] GET https://crates.io/api/v1/crates/schemaui/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:30:03.241Z] GET https://crates.io/api/v1/crates/schemaui/owner_team → pending (?ms, ?B)
[2026-03-28T10:30:03.365Z] GET https://static.crates.io/readmes/schemaui/schemaui-0.4.3.html → pending (?ms, ?B)
[2026-03-28T10:30:03.370Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:30:03.370Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
